vehicle_id,category,brand,model_year,base_daily_rate,start_date,end_date,rental_length_days,day_of_week,month,city,avg_temp,rain,wind,avg_competitor_price,demand_index,final_daily_price
VEH-2173,Economy,Mercedes,2021,93,2023-07-21,2023-07-26,5,4,7,Riyadh,31.75,5.52,25.59,101.6,0.092,113.15
VEH-2174,Sedan,Ford,2018,130,2023-12-02,2023-12-14,12,5,12,Khobar,37.45,3.41,18.88,149.74,0.334,213.61
VEH-2175,Economy,Toyota,2019,90,2023-11-04,2023-11-07,3,5,11,Jeddah,37.7,0.91,26.78,58.76,0.351,100.69
VEH-2176,SUV,Hyundai,2018,216,2023-10-04,2023-10-07,3,2,10,Madinah,19.68,1.04,26.45,203.59,0.284,227.81
VEH-2177,Van,Ford,2020,226,2023-03-05,2023-03-08,3,6,3,Khobar,35.03,3.14,26.44,241.5,0.131,243.08
VEH-2178,Sedan,Mercedes,2018,144,2023-05-31,2023-06-06,6,2,5,Dammam,42.76,1.98,16.22,158.33,0.039,168.88
VEH-2179,Luxury,Toyota,2020,569,2023-01-05,2023-01-08,3,3,1,Dammam,42.94,10.01,13.04,558.2,0.316,599.55
VEH-2180,Sedan,Toyota,2022,119,2023-04-14,2023-04-15,1,4,4,Madinah,30.16,0.7,30.32,94.43,0.155,101.48
VEH-2181,SUV,Nissan,2023,185,2023-10-28,2023-11-07,10,5,10,Dammam,30.02,0.82,6.5,158.55,0.309,225.96
VEH-2182,Luxury,Kia,2016,489,2023-01-23,2023-01-30,7,0,1,Tabuk,31.38,2.62,22.2,507.78,0.171,535.51
VEH-2183,Luxury,Ford,2017,582,2023-10-14,2023-10-20,6,5,10,Dammam,40.53,3.26,16.8,613.28,0.331,642.67
VEH-2184,Luxury,Kia,2019,302,2023-12-16,2023-12-22,6,5,12,Riyadh,25.67,6.15,17.59,269.63,0.061,297.54
VEH-2185,Economy,Toyota,2018,92,2023-06-24,2023-07-07,13,5,6,Dammam,14.0,7.46,17.87,80.14,0.045,96.83
VEH-2186,SUV,Mercedes,2022,169,2023-08-31,2023-09-09,9,3,8,Riyadh,30.6,0.54,8.69,163.88,0.353,217.34
VEH-2187,Economy,Mercedes,2020,83,2023-11-09,2023-11-20,11,3,11,Jeddah,36.82,3.23,13.81,121.56,0.422,186.25
VEH-2188,Luxury,Hyundai,2016,543,2023-10-26,2023-11-03,8,3,10,Madinah,29.92,5.06,16.96,529.26,0.491,562.42
VEH-2189,Van,Nissan,2021,261,2023-03-11,2023-03-16,5,5,3,Tabuk,39.18,1.12,23.69,243.93,0.19,277.5
VEH-2190,Sedan,Mercedes,2022,125,2023-05-04,2023-05-08,4,3,5,Riyadh,40.58,5.37,18.07,155.17,0.086,158.95
VEH-2191,Economy,Ford,2018,71,2023-09-03,2023-09-12,9,6,9,Dammam,33.54,2.03,29.15,65.25,0.342,85.47
VEH-2192,Sedan,BMW,2023,123,2023-01-11,2023-01-24,13,2,1,Khobar,43.86,12.43,18.62,132.07,0.178,173.54
VEH-2193,SUV,Kia,2019,192,2023-07-25,2023-07-30,5,1,7,Tabuk,36.2,3.48,7.12,190.1,0.163,219.49
VEH-2194,Sedan,Hyundai,2017,111,2023-04-27,2023-05-02,5,3,4,Tabuk,48.82,0.38,1.32,133.08,0.053,149.79
VEH-2195,Sedan,Hyundai,2018,116,2023-06-13,2023-06-21,8,1,6,Riyadh,34.37,2.42,13.3,121.32,0.24,147.48
VEH-2196,Sedan,BMW,2022,106,2023-01-25,2023-01-29,4,2,1,Tabuk,36.31,6.13,13.19,68.35,0.19,98.83
VEH-2197,Sedan,BMW,2016,102,2023-01-27,2023-02-05,9,4,1,Madinah,38.98,0.36,27.07,95.95,0.219,126.16
VEH-2198,Van,Hyundai,2016,206,2023-03-28,2023-03-30,2,1,3,Tabuk,29.15,3.83,17.16,207.13,0.225,226.09
VEH-2199,Van,Hyundai,2019,255,2023-11-25,2023-12-04,9,5,11,Dammam,33.09,0.39,11.93,247.02,0.347,317.43
VEH-2200,Economy,Ford,2022,117,2023-11-25,2023-12-03,8,5,11,Makkah,47.28,5.92,18.51,133.81,0.181,163.2
VEH-2201,Luxury,BMW,2019,576,2023-09-08,2023-09-21,13,4,9,Riyadh,43.78,0.38,20.28,564.55,0.353,622.93
VEH-2202,Luxury,Nissan,2020,497,2023-09-01,2023-09-13,12,4,9,Makkah,29.78,0.3,22.69,523.86,0.609,566.24
VEH-2203,Luxury,Toyota,2016,472,2023-10-02,2023-10-06,4,0,10,Jeddah,41.5,5.16,18.82,462.76,0.087,508.56
VEH-2204,Van,Hyundai,2021,202,2023-09-12,2023-09-24,12,1,9,Tabuk,32.3,1.71,25.89,208.78,0.346,250.59
VEH-2205,Sedan,Mercedes,2017,123,2023-11-09,2023-11-21,12,3,11,Riyadh,32.21,0.05,14.34,71.29,0.402,124.68
VEH-2206,SUV,BMW,2023,184,2023-02-23,2023-03-04,9,3,2,Dammam,33.15,3.1,15.16,218.62,0.098,237.16
VEH-2207,Sedan,Hyundai,2020,145,2023-11-25,2023-11-30,5,5,11,Khobar,30.14,3.48,21.28,211.96,0.196,214.27
VEH-2208,SUV,Mercedes,2020,210,2023-04-04,2023-04-12,8,1,4,Riyadh,17.02,9.77,21.19,187.12,0.11,205.34
VEH-2209,Van,Hyundai,2023,246,2023-03-22,2023-04-04,13,2,3,Dammam,41.93,1.23,20.78,250.86,0.352,307.36
VEH-2210,Van,Hyundai,2015,225,2023-06-01,2023-06-14,13,3,6,Madinah,30.39,4.7,7.06,220.73,0.136,259.31
VEH-2211,Van,Ford,2023,212,2023-09-29,2023-10-07,8,4,9,Madinah,30.41,5.49,12.33,230.95,0.142,248.73
VEH-2212,Van,Toyota,2023,197,2023-03-25,2023-03-30,5,5,3,Tabuk,29.04,5.63,20.39,213.76,0.055,221.22
VEH-2213,Van,Hyundai,2022,209,2023-07-26,2023-08-05,10,2,7,Khobar,24.96,5.47,17.84,203.75,0.359,257.03
VEH-2214,Economy,BMW,2015,103,2023-05-27,2023-05-31,4,5,5,Dammam,42.03,10.08,9.23,94.39,0.417,149.17
VEH-2215,Van,Kia,2015,275,2023-11-06,2023-11-07,1,0,11,Khobar,27.91,1.94,34.1,293.86,0.699,303.5
VEH-2216,Sedan,Nissan,2022,139,2023-11-23,2023-11-29,6,3,11,Riyadh,36.84,1.71,8.71,168.21,0.139,171.15
VEH-2217,Van,BMW,2016,267,2023-07-15,2023-07-23,8,5,7,Madinah,39.26,3.44,27.47,289.44,0.184,292.85
VEH-2218,SUV,BMW,2021,242,2023-06-19,2023-06-25,6,0,6,Khobar,22.6,5.47,12.06,243.64,0.055,253.48
VEH-2219,Luxury,Mercedes,2017,357,2023-01-25,2023-02-04,10,2,1,Riyadh,39.41,4.51,16.7,369.96,0.235,402.91
VEH-2220,Luxury,Toyota,2021,501,2023-11-17,2023-11-21,4,4,11,Dammam,32.82,3.78,16.84,475.84,0.075,487.59
VEH-2221,Van,Toyota,2022,183,2023-08-30,2023-09-05,6,2,8,Tabuk,31.79,0.12,14.71,159.86,0.167,182.56
VEH-2222,SUV,Mercedes,2021,241,2023-08-15,2023-08-18,3,1,8,Tabuk,30.11,4.96,12.69,237.21,0.594,300.08
VEH-2223,Sedan,Nissan,2019,114,2023-05-21,2023-06-03,13,6,5,Khobar,32.76,5.27,25.43,66.7,0.239,126.17
VEH-2224,Luxury,Nissan,2019,438,2023-03-10,2023-03-15,5,4,3,Riyadh,34.54,8.59,25.2,418.92,0.134,442.12
VEH-2225,Economy,Ford,2017,79,2023-09-22,2023-10-01,9,4,9,Tabuk,20.37,3.78,14.42,59.5,0.342,84.93
VEH-2226,Van,BMW,2020,265,2023-04-15,2023-04-18,3,5,4,Makkah,48.6,1.55,21.38,268.52,0.665,351.83
VEH-2227,Van,Ford,2018,251,2023-12-14,2023-12-15,1,3,12,Tabuk,33.7,5.54,13.19,294.76,0.174,280.81
VEH-2228,SUV,BMW,2021,244,2023-07-02,2023-07-04,2,6,7,Madinah,44.48,6.19,14.05,251.14,0.359,292.13
VEH-2229,Luxury,Kia,2017,339,2023-07-22,2023-08-04,13,5,7,Jeddah,38.48,1.59,25.55,356.32,0.25,406.53
VEH-2230,Van,Toyota,2021,264,2023-02-28,2023-03-02,2,1,2,Khobar,28.45,3.34,14.46,295.9,0.379,330.9
VEH-2231,Luxury,Ford,2023,545,2023-04-24,2023-05-04,10,0,4,Khobar,31.63,3.82,16.89,576.54,0.421,588.92
VEH-2232,Economy,Ford,2020,71,2023-09-11,2023-09-15,4,0,9,Riyadh,30.46,3.75,17.98,41.43,0.4,76.37
VEH-2233,Economy,BMW,2023,101,2023-12-24,2023-12-29,5,6,12,Tabuk,35.35,6.54,20.39,97.11,0.202,119.09
VEH-2234,SUV,Toyota,2017,226,2023-02-10,2023-02-17,7,4,2,Khobar,18.38,0.07,21.8,187.63,0.047,207.1
VEH-2235,SUV,Hyundai,2023,207,2023-07-31,2023-08-10,10,0,7,Makkah,35.47,4.52,24.85,242.85,0.385,291.5
VEH-2236,Luxury,Nissan,2020,578,2023-03-06,2023-03-16,10,0,3,Makkah,22.21,5.18,11.23,563.73,0.173,592.82
VEH-2237,SUV,Mercedes,2021,234,2023-09-08,2023-09-15,7,4,9,Madinah,27.52,3.9,16.26,268.55,0.299,293.61
VEH-2238,Van,Hyundai,2021,236,2023-03-18,2023-03-25,7,5,3,Madinah,42.17,2.42,13.43,241.67,0.195,256.93
VEH-2239,Economy,Kia,2021,71,2023-10-21,2023-10-28,7,5,10,Riyadh,27.8,8.25,32.72,62.36,0.293,90.93
VEH-2240,Sedan,Mercedes,2019,129,2023-03-30,2023-04-11,12,3,3,Jeddah,29.81,2.97,22.02,118.35,0.294,174.0
VEH-2241,Economy,Mercedes,2021,94,2023-10-15,2023-10-20,5,6,10,Tabuk,45.61,5.95,17.3,54.91,0.278,133.47
VEH-2242,Sedan,BMW,2023,108,2023-07-06,2023-07-11,5,3,7,Makkah,34.0,4.19,16.71,116.6,0.367,171.91
VEH-2243,Economy,Ford,2018,78,2023-11-16,2023-11-25,9,3,11,Makkah,32.58,2.96,14.79,72.71,0.234,92.85
VEH-2244,Van,BMW,2021,213,2023-10-14,2023-10-20,6,5,10,Dammam,39.1,7.51,10.69,225.53,0.276,249.47
VEH-2245,Economy,Nissan,2015,114,2023-08-29,2023-09-01,3,1,8,Khobar,39.24,13.38,17.26,125.97,0.261,154.4
VEH-2246,SUV,Toyota,2019,152,2023-03-20,2023-04-02,13,0,3,Khobar,51.33,4.16,22.98,145.0,0.066,192.12
VEH-2247,Van,BMW,2018,220,2023-01-17,2023-01-26,9,1,1,Riyadh,31.52,2.15,7.61,209.55,0.222,269.02
VEH-2248,Economy,Toyota,2016,99,2023-04-16,2023-04-28,12,6,4,Riyadh,37.01,0.77,12.63,98.41,0.633,205.59
VEH-2249,SUV,Nissan,2018,240,2023-12-23,2023-12-25,2,5,12,Makkah,34.87,1.82,21.8,251.5,0.478,266.22
VEH-2250,Luxury,Kia,2015,400,2023-12-15,2023-12-21,6,4,12,Riyadh,32.65,0.1,20.87,427.97,0.39,466.82
VEH-2251,Economy,Ford,2017,101,2023-05-24,2023-06-04,11,2,5,Dammam,39.14,5.05,7.62,103.82,0.715,220.71
VEH-2252,Economy,Toyota,2018,80,2023-11-22,2023-11-24,2,2,11,Makkah,32.0,1.28,24.23,74.92,0.226,105.76
VEH-2253,Sedan,BMW,2017,110,2023-08-12,2023-08-21,9,5,8,Riyadh,35.42,3.01,28.94,107.83,0.206,140.12
VEH-2254,Sedan,Kia,2016,147,2023-04-15,2023-04-28,13,5,4,Khobar,31.17,3.42,13.62,149.03,0.272,197.02
VEH-2255,Sedan,BMW,2017,116,2023-02-10,2023-02-11,1,4,2,Dammam,22.64,1.19,22.69,141.13,0.08,126.1
VEH-2256,SUV,Mercedes,2021,243,2023-02-23,2023-03-05,10,3,2,Dammam,38.47,3.11,14.23,208.12,0.338,264.83
VEH-2257,Van,Kia,2021,221,2023-04-21,2023-05-04,13,4,4,Khobar,24.8,6.02,10.79,213.89,0.178,252.64
VEH-2258,Economy,Hyundai,2017,113,2023-12-29,2024-01-07,9,4,12,Makkah,34.22,7.35,21.56,135.72,0.585,205.75
VEH-2259,Economy,BMW,2018,118,2023-12-19,2023-12-29,10,1,12,Makkah,26.41,3.43,29.67,108.97,0.706,163.38
VEH-2260,Economy,Nissan,2022,118,2023-03-22,2023-03-30,8,2,3,Riyadh,36.81,2.69,19.63,82.16,0.095,107.51
VEH-2261,Van,Mercedes,2018,231,2023-05-10,2023-05-18,8,2,5,Dammam,35.78,2.13,26.58,226.01,0.286,276.63
VEH-2262,Economy,Hyundai,2019,84,2023-11-10,2023-11-22,12,4,11,Riyadh,34.78,5.68,6.99,102.59,0.564,180.6
VEH-2263,Sedan,Nissan,2019,109,2023-03-14,2023-03-26,12,1,3,Riyadh,20.15,1.83,21.23,100.11,0.121,123.86
VEH-2264,Luxury,Toyota,2015,499,2023-12-17,2023-12-24,7,6,12,Tabuk,43.77,1.01,14.81,494.93,0.21,524.96
VEH-2265,Luxury,Toyota,2023,313,2023-10-13,2023-10-20,7,4,10,Jeddah,41.12,15.17,25.71,292.16,0.378,321.43
VEH-2266,Sedan,Hyundai,2016,113,2023-11-04,2023-11-10,6,5,11,Makkah,49.41,4.75,15.07,100.52,0.554,182.13
VEH-2267,Sedan,BMW,2015,139,2023-07-03,2023-07-13,10,0,7,Jeddah,30.82,2.14,14.33,140.81,0.275,160.31
VEH-2268,Van,Mercedes,2023,245,2023-08-08,2023-08-21,13,1,8,Makkah,18.01,2.5,15.36,255.06,0.645,327.16
VEH-2269,Sedan,Ford,2021,122,2023-08-05,2023-08-08,3,5,8,Tabuk,26.54,1.87,17.21,86.9,0.101,101.85
VEH-2270,Economy,BMW,2021,97,2023-08-15,2023-08-22,7,1,8,Makkah,36.84,3.12,24.45,107.45,0.213,146.84
VEH-2271,Luxury,BMW,2020,305,2023-07-16,2023-07-22,6,6,7,Jeddah,28.95,2.82,13.47,276.17,0.086,301.84
VEH-2272,Luxury,Kia,2015,498,2023-10-29,2023-11-03,5,6,10,Madinah,28.4,5.28,13.35,505.19,0.234,501.01
VEH-2273,Sedan,Nissan,2020,103,2023-01-06,2023-01-13,7,4,1,Makkah,23.14,3.6,26.86,111.21,0.212,143.24
VEH-2274,SUV,Nissan,2015,222,2023-10-16,2023-10-24,8,0,10,Khobar,24.39,6.8,13.0,199.64,0.215,229.96
VEH-2275,SUV,Ford,2017,174,2023-02-21,2023-02-22,1,1,2,Makkah,35.78,1.48,20.87,170.59,0.31,197.01
VEH-2276,Sedan,Nissan,2022,129,2023-04-12,2023-04-22,10,2,4,Madinah,25.58,1.82,25.8,118.1,0.235,159.56
VEH-2277,Sedan,Kia,2017,139,2023-07-30,2023-08-12,13,6,7,Madinah,38.02,10.94,10.55,128.03,0.217,188.63
VEH-2278,Van,BMW,2020,268,2023-10-02,2023-10-06,4,0,10,Tabuk,41.18,3.26,14.39,264.01,0.479,313.29
VEH-2279,SUV,Mercedes,2022,238,2023-12-24,2024-01-03,10,6,12,Madinah,28.21,2.49,17.68,275.11,0.531,326.35
VEH-2280,Luxury,Ford,2023,351,2023-03-18,2023-03-25,7,5,3,Makkah,39.81,0.15,27.37,370.43,0.388,393.61
VEH-2281,Van,Ford,2020,263,2023-07-13,2023-07-17,4,3,7,Makkah,32.19,2.57,19.59,228.74,0.321,271.24
VEH-2282,Economy,Nissan,2017,83,2023-04-25,2023-05-05,10,1,4,Khobar,32.62,4.74,18.88,20.68,0.287,102.85
VEH-2283,Van,Toyota,2016,271,2023-03-12,2023-03-14,2,6,3,Riyadh,23.67,3.43,19.1,297.45,0.088,290.03
VEH-2284,Economy,Nissan,2015,74,2023-01-23,2023-01-30,7,0,1,Madinah,35.65,0.53,14.99,99.91,0.465,135.78
VEH-2285,Luxury,BMW,2019,396,2023-09-04,2023-09-07,3,0,9,Jeddah,31.67,1.1,23.33,389.3,0.349,421.6
VEH-2286,Van,Mercedes,2017,229,2023-02-05,2023-02-17,12,6,2,Dammam,32.71,6.7,27.12,242.01,0.366,298.07
VEH-2287,SUV,Mercedes,2023,151,2023-09-08,2023-09-10,2,4,9,Tabuk,31.4,3.85,19.09,146.48,0.307,159.44
VEH-2288,Luxury,Toyota,2016,347,2023-07-16,2023-07-17,1,6,7,Makkah,40.41,1.85,14.65,350.69,0.338,366.92
VEH-2289,Van,Nissan,2019,204,2023-08-01,2023-08-03,2,1,8,Tabuk,29.16,2.43,17.03,216.77,0.483,256.28
VEH-2290,SUV,Hyundai,2017,173,2023-10-17,2023-10-21,4,1,10,Makkah,26.75,4.18,12.18,160.47,0.278,191.52
VEH-2291,Sedan,Kia,2016,143,2023-01-02,2023-01-11,9,0,1,Tabuk,26.71,2.25,23.46,166.99,0.044,176.7
VEH-2292,Sedan,Ford,2017,101,2023-07-18,2023-07-22,4,1,7,Riyadh,29.99,1.44,11.66,98.27,0.177,126.86
VEH-2293,Sedan,Toyota,2023,124,2023-12-01,2023-12-14,13,4,12,Khobar,30.55,2.0,18.19,91.15,0.184,129.45
VEH-2294,SUV,Nissan,2016,232,2023-11-11,2023-11-22,11,5,11,Madinah,33.06,2.31,19.65,228.52,0.148,248.16
VEH-2295,Van,Kia,2021,276,2023-07-20,2023-07-30,10,3,7,Makkah,28.01,5.58,12.3,271.27,0.401,322.27
VEH-2296,Luxury,Toyota,2017,329,2023-08-20,2023-08-26,6,6,8,Makkah,27.12,0.02,18.76,314.47,0.371,366.81
VEH-2297,Economy,Toyota,2016,75,2023-07-04,2023-07-07,3,1,7,Tabuk,31.31,4.73,15.96,123.36,0.444,147.37
VEH-2298,Sedan,Ford,2022,103,2023-09-07,2023-09-13,6,3,9,Riyadh,30.68,0.26,23.97,134.24,0.073,143.65
VEH-2299,Luxury,Ford,2018,584,2023-10-07,2023-10-12,5,5,10,Makkah,34.12,5.24,7.77,616.86,0.432,637.64
VEH-2300,Sedan,Toyota,2023,136,2023-08-04,2023-08-05,1,4,8,Madinah,26.7,2.88,9.44,145.8,0.489,184.93
VEH-2301,Luxury,BMW,2015,317,2023-07-13,2023-07-15,2,3,7,Tabuk,39.25,5.52,24.92,330.9,0.319,340.61
VEH-2302,Economy,Nissan,2018,96,2023-07-04,2023-07-10,6,1,7,Riyadh,44.56,2.68,21.06,83.2,0.607,125.18
VEH-2303,SUV,BMW,2023,238,2023-12-03,2023-12-10,7,6,12,Tabuk,32.35,1.4,23.92,283.83,0.161,304.72
VEH-2304,Luxury,Toyota,2023,415,2023-02-24,2023-02-26,2,4,2,Dammam,40.41,4.98,22.29,426.38,0.303,461.01
VEH-2305,Luxury,Hyundai,2015,373,2023-06-13,2023-06-19,6,1,6,Tabuk,39.17,0.35,25.9,358.18,0.497,391.56
VEH-2306,Economy,Hyundai,2015,113,2023-04-22,2023-04-29,7,5,4,Dammam,48.46,0.44,19.38,117.64,0.507,138.89
VEH-2307,Van,Kia,2017,222,2023-10-28,2023-11-03,6,5,10,Riyadh,25.82,1.54,17.56,197.62,0.201,220.91
VEH-2308,Van,Nissan,2018,212,2023-06-01,2023-06-02,1,3,6,Riyadh,32.74,2.07,22.84,193.13,0.264,218.37
VEH-2309,Luxury,Nissan,2019,495,2023-07-01,2023-07-02,1,5,7,Jeddah,28.81,4.54,17.46,457.37,0.172,459.34
VEH-2310,Luxury,Mercedes,2023,321,2023-05-31,2023-06-03,3,2,5,Khobar,26.85,6.81,28.51,339.33,0.282,347.94
VEH-2311,SUV,Mercedes,2019,161,2023-07-07,2023-07-14,7,4,7,Tabuk,28.29,2.83,17.37,150.18,0.326,180.05
VEH-2312,SUV,Ford,2017,168,2023-11-23,2023-11-30,7,3,11,Tabuk,15.15,0.1,8.62,171.43,0.4,201.07
VEH-2313,SUV,BMW,2022,152,2023-08-18,2023-08-21,3,4,8,Tabuk,29.29,0.75,8.24,153.79,0.159,173.56
VEH-2314,Sedan,Kia,2022,116,2023-05-01,2023-05-06,5,0,5,Makkah,25.4,0.82,19.3,108.73,0.405,142.71
VEH-2315,Sedan,Ford,2020,110,2023-08-21,2023-08-25,4,0,8,Riyadh,21.72,4.52,18.82,88.0,0.412,95.49
VEH-2316,Van,BMW,2017,240,2023-01-26,2023-02-03,8,3,1,Dammam,38.21,0.68,19.32,244.73,0.283,272.34
VEH-2317,SUV,Kia,2021,173,2023-07-30,2023-08-09,10,6,7,Khobar,35.01,4.37,1.69,136.3,0.594,188.13
VEH-2318,SUV,Kia,2021,163,2023-07-19,2023-07-27,8,2,7,Tabuk,41.88,4.36,16.85,145.28,0.133,190.88
VEH-2319,Sedan,Hyundai,2017,109,2023-01-03,2023-01-07,4,1,1,Dammam,28.69,1.78,19.74,106.8,0.263,134.1
VEH-2320,Economy,Kia,2023,109,2023-10-23,2023-10-27,4,0,10,Tabuk,29.22,4.0,21.23,122.51,0.129,128.11
VEH-2321,Sedan,Ford,2022,140,2023-04-12,2023-04-23,11,2,4,Dammam,36.07,2.05,17.03,149.89,0.084,173.31
VEH-2322,Sedan,Nissan,2022,118,2023-03-07,2023-03-11,4,1,3,Dammam,26.69,2.35,14.72,106.08,0.108,130.11
VEH-2323,SUV,Hyundai,2016,249,2023-03-16,2023-03-24,8,3,3,Madinah,35.83,0.58,10.42,256.37,0.271,284.04
VEH-2324,SUV,Toyota,2018,194,2023-11-13,2023-11-15,2,0,11,Jeddah,42.52,1.6,9.87,154.93,0.173,174.34
VEH-2325,SUV,Ford,2015,168,2023-10-24,2023-11-02,9,1,10,Tabuk,47.42,3.77,14.39,128.39,0.494,214.02
VEH-2326,Sedan,Hyundai,2018,104,2023-08-26,2023-09-03,8,5,8,Khobar,35.84,4.01,15.43,85.69,0.11,108.61
VEH-2327,Van,Kia,2022,198,2023-11-02,2023-11-08,6,3,11,Khobar,34.75,2.91,32.15,186.63,0.112,203.88
VEH-2328,Luxury,Ford,2023,498,2023-03-30,2023-04-11,12,3,3,Khobar,28.66,1.64,21.13,485.24,0.433,535.34
VEH-2329,Van,Hyundai,2015,230,2023-11-16,2023-11-17,1,3,11,Makkah,33.51,7.31,29.9,223.24,0.189,255.18
VEH-2330,Economy,Kia,2021,98,2023-05-16,2023-05-26,10,1,5,Makkah,25.04,0.88,24.12,110.61,0.076,137.52
VEH-2331,SUV,Toyota,2019,191,2023-06-27,2023-06-28,1,1,6,Makkah,32.78,5.49,10.01,166.57,0.542,199.69
VEH-2332,Luxury,Hyundai,2021,537,2023-08-12,2023-08-16,4,5,8,Madinah,30.68,1.89,28.11,520.68,0.149,556.25
VEH-2333,Luxury,Ford,2020,537,2023-11-12,2023-11-16,4,6,11,Makkah,23.68,3.95,14.68,520.55,0.501,599.05
VEH-2334,Van,Ford,2021,256,2023-11-26,2023-12-04,8,6,11,Khobar,40.67,8.77,10.86,261.83,0.304,295.58
VEH-2335,Van,Toyota,2017,184,2023-09-18,2023-09-24,6,0,9,Jeddah,27.04,1.22,22.74,172.01,0.476,192.94
VEH-2336,Van,Ford,2015,187,2023-10-28,2023-11-09,12,5,10,Madinah,32.52,3.75,19.23,181.14,0.489,235.61
VEH-2337,Van,Hyundai,2019,267,2023-10-26,2023-11-06,11,3,10,Tabuk,52.3,5.74,17.28,282.68,0.671,331.06
VEH-2338,Luxury,Ford,2020,440,2023-09-06,2023-09-17,11,2,9,Tabuk,35.0,1.85,22.09,430.78,0.553,480.14
VEH-2339,Sedan,Kia,2022,117,2023-12-11,2023-12-16,5,0,12,Dammam,35.75,4.77,11.39,99.11,0.109,143.75
VEH-2340,Sedan,Toyota,2015,123,2023-09-20,2023-10-01,11,2,9,Jeddah,30.29,1.2,13.96,126.91,0.36,204.67
VEH-2341,Economy,Mercedes,2023,115,2023-04-18,2023-04-20,2,1,4,Makkah,17.64,2.4,26.28,123.38,0.263,137.2
VEH-2342,Sedan,Hyundai,2021,143,2023-02-12,2023-02-24,12,6,2,Tabuk,30.11,4.5,7.86,161.66,0.083,182.73
VEH-2343,SUV,Toyota,2021,189,2023-01-13,2023-01-24,11,4,1,Dammam,18.28,1.86,15.0,201.53,0.376,232.87
VEH-2344,Van,Nissan,2020,246,2023-09-13,2023-09-17,4,2,9,Khobar,23.67,2.75,23.08,237.24,0.484,296.52
VEH-2345,Van,Nissan,2021,199,2023-08-20,2023-08-24,4,6,8,Tabuk,32.26,5.59,16.26,179.41,0.5,231.88
VEH-2346,Van,Toyota,2019,228,2023-04-02,2023-04-14,12,6,4,Dammam,21.31,0.06,18.26,202.58,0.289,268.87
VEH-2347,SUV,Mercedes,2019,182,2023-07-07,2023-07-10,3,4,7,Tabuk,35.68,4.94,6.83,199.0,0.156,211.74
VEH-2348,Sedan,Toyota,2016,141,2023-11-07,2023-11-15,8,1,11,Madinah,25.92,0.76,22.14,118.6,0.481,141.98
VEH-2349,Sedan,Nissan,2020,131,2023-10-28,2023-10-29,1,5,10,Tabuk,37.51,0.8,9.62,139.38,0.162,141.91
VEH-2350,Luxury,Hyundai,2021,478,2023-06-15,2023-06-24,9,3,6,Khobar,35.72,3.49,12.18,511.83,0.359,533.36
VEH-2351,Economy,Hyundai,2015,111,2023-01-05,2023-01-16,11,3,1,Jeddah,33.51,11.18,24.63,115.25,0.286,128.99
VEH-2352,Sedan,Mercedes,2022,101,2023-06-20,2023-07-02,12,1,6,Khobar,23.65,9.63,25.73,101.99,0.261,155.31
VEH-2353,Van,Mercedes,2019,270,2023-11-06,2023-11-14,8,0,11,Jeddah,35.29,1.45,21.44,281.06,0.457,309.9
VEH-2354,Sedan,Toyota,2022,101,2023-08-09,2023-08-18,9,2,8,Jeddah,33.23,15.86,13.54,107.71,0.129,135.14
VEH-2355,Sedan,Nissan,2022,103,2023-07-25,2023-07-31,6,1,7,Madinah,28.61,1.62,12.4,115.22,0.594,175.72
VEH-2356,Sedan,Hyundai,2019,144,2023-05-04,2023-05-14,10,3,5,Khobar,39.95,2.25,16.1,133.24,0.173,166.6
VEH-2357,Luxury,Toyota,2022,348,2023-06-16,2023-06-25,9,4,6,Khobar,40.38,0.71,26.79,327.61,0.081,341.87
VEH-2358,SUV,Ford,2020,243,2023-06-17,2023-06-30,13,5,6,Tabuk,42.07,0.68,28.19,246.44,0.226,301.76
VEH-2359,Sedan,Hyundai,2018,148,2023-07-04,2023-07-14,10,1,7,Tabuk,26.79,3.26,16.24,136.78,0.61,191.49
VEH-2360,Economy,Ford,2020,85,2023-12-08,2023-12-21,13,4,12,Tabuk,33.48,1.58,11.71,84.47,0.078,125.21
VEH-2361,Luxury,Toyota,2020,510,2023-12-12,2023-12-21,9,1,12,Dammam,38.29,4.96,22.06,515.88,0.356,573.22
VEH-2362,Sedan,Kia,2016,119,2023-12-11,2023-12-24,13,0,12,Jeddah,36.17,4.79,11.72,138.4,0.21,171.4
VEH-2363,Sedan,Mercedes,2016,104,2023-03-18,2023-03-30,12,5,3,Dammam,47.68,0.15,23.11,99.29,0.402,160.86
VEH-2364,Luxury,BMW,2021,338,2023-04-15,2023-04-21,6,5,4,Riyadh,31.75,3.1,19.62,378.17,0.39,395.87
VEH-2365,Van,Nissan,2021,261,2023-02-27,2023-03-10,11,0,2,Riyadh,23.48,0.8,19.19,263.97,0.312,309.15
VEH-2366,Luxury,BMW,2018,368,2023-11-09,2023-11-17,8,3,11,Makkah,37.91,2.1,11.86,375.57,0.051,402.44
VEH-2367,SUV,Nissan,2016,153,2023-02-06,2023-02-16,10,0,2,Tabuk,38.68,3.33,19.62,147.71,0.497,163.16
VEH-2368,Luxury,Hyundai,2016,416,2023-03-29,2023-04-10,12,2,3,Tabuk,29.62,2.63,16.14,430.15,0.347,488.01
VEH-2369,SUV,Nissan,2016,162,2023-02-01,2023-02-07,6,2,2,Riyadh,40.77,3.5,19.31,185.39,0.066,207.98
